,job,marital,education,default,housing,loan,campaign,previous,previous_outcome
1872,1,0,1.0,0,1,1,1.0,0.0,3
29760,0,2,2.0,0,1,0,1.0,0.0,3
40470,4,0,1.0,0,0,0,2.0,0.0,3
7766,1,0,2.0,0,1,0,1.0,0.0,3
5699,7,1,2.0,0,1,0,1.0,0.0,3
24161,1,0,2.0,0,1,0,1.0,0.0,3
20693,1,0,2.0,0,0,0,2.0,0.0,3
8773,9,1,2.0,0,1,0,1.0,0.0,3
24490,2,0,2.0,0,1,0,1.0,1.0,0
40203,0,0,3.0,0,0,0,3.0,0.0,3
17585,0,0,2.0,0,1,1,6.0,0.0,3
13033,0,1,2.0,0,0,1,1.0,0.0,3
11532,1,0,2.0,0,1,0,14.0,0.0,3
41194,4,0,3.0,0,0,0,1.0,0.0,3
10281,7,1,2.0,0,0,0,2.0,0.0,3
24045,0,2,2.0,0,1,1,1.0,0.0,3
3455,7,0,2.0,0,1,0,1.0,0.0,3
35372,4,0,2.0,0,1,1,1.0,0.0,3
28187,2,0,2.0,0,1,0,1.0,1.0,0
29909,1,1,1.0,0,0,0,1.0,8.0,0
32078,4,1,3.0,0,1,0,2.0,3.0,0
14607,3,0,2.0,0,0,1,3.0,0.0,3
32740,7,0,2.0,0,1,0,1.0,2.0,0
26511,9,2,2.0,0,1,0,1.0,1.0,0
43078,5,0,1.0,0,0,0,2.0,2.0,0
695,2,0,3.0,0,1,0,2.0,0.0,3
11780,0,2,2.0,0,1,0,1.0,0.0,3
10655,7,1,2.0,0,1,0,1.0,0.0,3
18401,1,0,1.0,0,0,0,7.0,0.0,3
28269,9,1,2.0,0,0,0,1.0,0.0,3
3129,5,0,2.0,0,1,0,2.0,0.0,3
39569,4,0,3.0,0,0,0,1.0,1.0,1
11500,1,2,2.0,0,0,0,2.0,0.0,3
38816,8,0,3.0,1,1,0,2.0,0.0,3
22462,7,0,2.0,0,0,0,4.0,0.0,3
8308,4,0,3.0,0,1,0,3.0,0.0,3
9656,2,1,3.0,0,1,1,3.0,0.0,3
32640,9,0,2.0,0,1,0,1.0,0.0,3
21285,10,0,3.0,0,0,0,6.0,0.0,3
33217,4,0,3.0,0,1,0,1.0,0.0,3
36500,7,0,2.0,0,1,0,3.0,0.0,3
31405,0,1,3.0,0,0,1,4.0,0.0,3
29896,9,0,3.0,0,0,0,1.0,0.0,3
25358,4,0,3.0,0,1,0,3.0,0.0,3
23754,4,0,3.0,0,1,0,8.0,0.0,3
13011,8,1,2.0,0,0,0,1.0,0.0,3
27500,4,0,3.0,0,0,0,3.0,0.0,3
5381,7,0,2.0,0,1,1,1.0,0.0,3
41097,2,0,3.0,0,0,0,1.0,0.0,3
10967,7,0,2.0,0,0,0,2.0,0.0,3
16540,4,0,2.0,0,0,0,29.0,0.0,3
3171,4,0,3.0,0,0,0,4.0,0.0,3
13505,4,0,3.0,0,0,1,2.0,0.0,3
30911,0,0,2.0,0,1,1,2.0,0.0,3
257,9,1,2.0,0,1,0,2.0,0.0,3
41199,3,0,2.0,0,0,0,1.0,0.0,3
18935,1,0,1.0,0,0,0,1.0,0.0,3
31864,0,0,1.0,0,1,0,1.0,0.0,3
38364,1,0,1.0,0,1,0,2.0,0.0,3
35897,9,0,3.0,0,1,0,2.0,0.0,3
25111,4,0,3.0,0,0,0,1.0,0.0,3
39481,0,0,2.0,0,1,0,1.0,0.0,3
42545,5,0,1.0,0,0,0,3.0,5.0,1
21478,4,0,3.0,0,0,0,6.0,0.0,3
31276,9,0,2.0,0,0,0,1.0,0.0,3
40286,7,1,2.0,0,1,0,1.0,1.0,0
36039,1,0,2.0,0,1,0,1.0,0.0,3
6308,1,0,2.0,0,1,0,1.0,0.0,3
33867,6,1,2.0,0,0,0,1.0,2.0,2
28914,1,0,2.0,0,1,0,4.0,0.0,3
41564,6,1,3.0,0,0,0,3.0,0.0,3
19696,1,0,2.0,0,1,0,3.0,0.0,3
13068,1,2,2.0,0,0,1,1.0,0.0,3
44060,6,1,3.0,0,0,0,2.0,8.0,1
28971,0,2,2.0,0,1,0,1.0,0.0,3
13761,1,0,2.0,0,0,0,1.0,0.0,3
5717,9,2,2.0,0,1,1,1.0,0.0,3
4650,1,0,2.0,0,1,0,4.0,0.0,3
43706,1,1,2.0,0,0,0,1.0,1.0,2
36524,7,0,1.0,0,1,0,1.0,0.0,3
29878,1,0,1.0,0,1,0,1.0,0.0,3
19376,9,0,3.0,0,0,0,4.0,0.0,3
39030,0,2,2.0,0,1,0,7.0,3.0,1
16754,0,2,2.0,0,1,0,1.0,0.0,3
20652,1,0,1.0,0,0,0,3.0,0.0,3
21351,6,0,3.0,0,0,0,2.0,0.0,3
41689,0,0,2.0,0,1,0,3.0,0.0,3
21282,7,2,2.0,0,0,0,4.0,0.0,3
28710,9,1,2.0,0,0,0,1.0,0.0,3
42525,5,0,2.0,0,0,0,2.0,1.0,1
37451,1,0,2.0,0,1,0,2.0,0.0,3
9503,3,1,1.0,0,0,0,1.0,0.0,3
25414,4,0,3.0,0,1,1,2.0,3.0,0
20852,1,0,2.0,0,0,0,6.0,0.0,3
42894,3,0,2.0,0,0,0,2.0,1.0,1
16552,4,0,3.0,0,0,0,7.0,0.0,3
1751,10,0,1.0,0,1,0,2.0,0.0,3
24740,9,0,2.0,0,0,0,1.0,0.0,3
32066,1,0,2.0,0,1,0,5.0,0.0,3
16696,9,1,2.0,0,0,1,2.0,0.0,3
7091,5,0,2.0,0,1,0,1.0,0.0,3
18513,5,0,1.0,0,0,0,36.0,0.0,3
2920,1,0,1.0,0,1,0,2.0,0.0,3
26669,9,0,2.0,0,1,1,3.0,0.0,3
42775,9,2,2.0,0,0,0,1.0,0.0,3
18560,7,0,1.0,0,1,1,1.0,0.0,3
5851,4,0,3.0,0,1,0,3.0,0.0,3
29247,1,2,2.0,1,1,0,2.0,2.0,0
20858,4,2,3.0,0,1,0,4.0,0.0,3
9827,5,0,2.0,0,0,0,2.0,0.0,3
9416,6,1,3.0,0,1,0,3.0,0.0,3
2721,1,0,2.0,0,1,0,2.0,0.0,3
36628,7,0,2.0,0,1,0,5.0,3.0,0
1160,1,0,2.0,0,1,0,2.0,0.0,3
18988,9,0,2.0,0,0,1,4.0,0.0,3
27429,11,0,2.0,0,0,0,2.0,0.0,3
34108,9,0,2.0,0,0,0,2.0,0.0,3
25410,9,0,2.0,0,1,1,2.0,1.0,0
28785,0,1,2.0,0,1,0,2.0,0.0,3
30947,9,1,2.0,0,0,0,2.0,0.0,3
33606,9,0,2.0,0,1,0,2.0,4.0,0
4626,7,1,2.0,0,1,0,1.0,0.0,3
19875,5,0,1.0,0,1,1,2.0,0.0,3
13670,1,1,1.0,0,0,0,4.0,0.0,3
33287,1,0,2.0,0,1,0,3.0,4.0,0
14626,4,0,3.0,0,1,1,1.0,0.0,3
43026,8,1,2.0,0,0,0,5.0,2.0,1
24392,4,2,3.0,0,0,0,1.0,0.0,3
3298,1,0,2.0,0,0,0,2.0,0.0,3
38297,1,0,1.0,0,1,1,1.0,5.0,2
25574,0,0,2.0,0,1,0,1.0,0.0,3
7296,7,0,1.0,0,1,0,2.0,0.0,3
1102,1,1,2.0,0,1,1,4.0,0.0,3
14214,7,0,2.0,0,0,0,3.0,0.0,3
25216,9,1,3.0,0,1,0,2.0,0.0,3
21126,1,0,2.0,0,0,0,4.0,0.0,3
681,7,2,2.0,0,1,0,2.0,0.0,3
23094,0,0,2.0,0,0,0,4.0,0.0,3
27803,0,1,2.0,0,0,0,1.0,0.0,3
18777,9,1,2.0,0,1,1,17.0,0.0,3
20415,4,0,3.0,0,0,0,2.0,0.0,3
15401,7,0,2.0,0,1,0,1.0,0.0,3
9158,10,0,1.0,0,0,0,2.0,0.0,3
23993,7,0,2.0,0,0,0,10.0,0.0,3
28398,10,0,2.0,0,0,0,1.0,0.0,3
8401,1,2,2.0,0,1,0,2.0,0.0,3
41374,2,1,3.0,0,0,0,2.0,0.0,3
31005,6,1,2.0,0,0,0,1.0,0.0,3
36033,6,0,3.0,0,1,0,1.0,4.0,2
2594,7,1,2.0,0,1,0,2.0,0.0,3
19429,7,0,2.0,0,1,0,3.0,0.0,3
35740,1,0,2.0,0,1,0,1.0,0.0,3
37102,1,0,2.0,0,1,0,2.0,2.0,0
29207,4,1,3.0,0,0,0,1.0,0.0,3
3033,0,2,2.0,1,1,0,3.0,0.0,3
16288,2,2,3.0,0,0,0,1.0,0.0,3
12129,4,0,3.0,0,1,0,3.0,0.0,3
19519,4,0,3.0,0,0,0,2.0,0.0,3
23104,9,1,2.0,0,1,0,14.0,0.0,3
8183,0,0,2.0,0,1,0,2.0,0.0,3
19019,1,0,1.0,0,0,0,1.0,0.0,3
35877,1,0,1.0,0,1,0,2.0,0.0,3
33442,2,0,2.0,0,1,1,2.0,1.0,0
38718,9,1,2.0,0,1,0,5.0,1.0,0
1942,8,1,2.0,0,1,0,6.0,0.0,3
16387,0,0,2.0,0,1,0,4.0,0.0,3
11129,2,0,2.0,0,1,0,4.0,0.0,3
1575,1,0,2.0,0,1,0,3.0,0.0,3
18399,1,0,1.0,0,0,0,2.0,0.0,3
30910,0,1,2.0,0,0,0,1.0,0.0,3
19127,3,0,2.0,0,0,0,2.0,0.0,3
15746,0,0,2.0,0,1,0,1.0,0.0,3
40129,5,0,1.0,0,0,0,1.0,0.0,3
4475,1,0,2.0,0,1,1,1.0,0.0,3
43936,8,2,3.0,0,0,0,3.0,0.0,3
32505,5,0,2.0,0,1,0,1.0,6.0,2
33078,1,0,2.0,0,1,0,2.0,0.0,3
7954,1,1,3.0,0,0,0,3.0,0.0,3
17468,1,1,2.0,0,0,1,4.0,0.0,3
17008,4,0,3.0,0,0,0,4.0,0.0,3
43924,5,2,1.0,0,0,0,2.0,2.0,1
32252,4,1,3.0,0,1,0,1.0,3.0,0
24323,9,0,2.0,0,1,0,1.0,1.0,0
27425,4,0,3.0,0,1,0,2.0,1.0,0
15711,3,0,3.0,0,1,0,1.0,0.0,3
42146,8,1,2.0,0,0,0,2.0,4.0,2
733,4,0,3.0,0,1,0,3.0,0.0,3
30527,10,0,3.0,0,1,0,5.0,1.0,0
4335,1,0,2.0,0,1,0,5.0,0.0,3
22787,4,0,3.0,0,0,0,9.0,0.0,3
33083,4,1,3.0,0,1,0,3.0,0.0,3
15559,6,0,2.0,0,0,0,16.0,0.0,3
519,1,1,3.0,0,1,0,1.0,0.0,3
27869,9,0,2.0,0,1,0,1.0,0.0,3
3811,0,1,2.0,0,1,0,1.0,0.0,3
42998,4,0,3.0,0,1,0,2.0,5.0,1
23789,7,0,2.0,0,1,1,2.0,0.0,3
32850,0,1,3.0,0,1,0,1.0,0.0,3
5753,4,0,2.0,0,1,0,1.0,0.0,3
5138,7,1,2.0,0,1,0,13.0,0.0,3
30290,2,1,2.0,0,0,0,1.0,0.0,3
6462,1,0,2.0,0,0,0,2.0,0.0,3
29877,7,0,2.0,0,1,1,1.0,0.0,3
30343,7,1,2.0,0,0,0,1.0,0.0,3
40231,7,1,3.0,0,0,0,6.0,0.0,3
37453,4,0,3.0,0,1,0,2.0,3.0,0
32984,1,0,1.0,0,1,0,2.0,0.0,3
36177,7,0,2.0,0,1,0,1.0,2.0,0
25690,1,0,1.0,0,1,0,2.0,0.0,3
42720,9,1,2.0,0,0,0,1.0,3.0,0
18600,4,0,3.0,0,1,0,27.0,0.0,3
11760,7,1,2.0,0,0,0,1.0,0.0,3
1963,7,1,2.0,0,1,0,2.0,0.0,3
43775,5,0,1.0,0,0,0,1.0,9.0,0
40880,4,1,3.0,0,0,0,1.0,0.0,3
27286,4,0,3.0,0,1,0,1.0,0.0,3
11352,0,0,2.0,0,0,0,11.0,0.0,3
42383,8,1,2.0,0,0,0,1.0,2.0,1
13890,7,1,2.0,0,1,0,7.0,0.0,3
33963,5,0,2.0,0,0,0,1.0,0.0,3
37618,1,0,2.0,0,1,0,1.0,0.0,3
44411,10,0,2.0,0,0,0,1.0,2.0,1
39339,9,1,2.0,0,1,0,5.0,0.0,3
29259,9,0,2.0,0,0,1,2.0,0.0,3
28000,4,1,3.0,0,0,0,1.0,0.0,3
30410,4,0,3.0,0,0,0,1.0,0.0,3
13798,7,0,2.0,0,0,1,1.0,0.0,3
24227,4,0,3.0,0,0,1,1.0,0.0,3
16115,1,0,1.0,0,1,0,1.0,0.0,3
25872,4,0,3.0,0,0,0,2.0,0.0,3
29867,7,1,2.0,0,1,0,1.0,1.0,0
4123,4,0,3.0,0,1,0,2.0,0.0,3
3371,7,0,1.0,0,1,0,2.0,0.0,3
30338,6,1,3.0,0,0,0,1.0,0.0,3
14484,9,0,3.0,0,1,0,7.0,0.0,3
10252,0,1,2.0,0,1,0,10.0,0.0,3
19306,4,0,3.0,0,0,0,2.0,0.0,3
37949,8,1,2.0,0,1,0,2.0,0.0,3
25151,4,0,3.0,0,1,1,2.0,1.0,0
356,1,1,2.0,0,1,0,4.0,0.0,3
22745,4,2,3.0,0,0,0,4.0,0.0,3
13467,2,0,3.0,0,1,0,1.0,0.0,3
20929,0,1,3.0,0,1,0,4.0,0.0,3
37509,9,0,2.0,0,1,1,2.0,4.0,2
19649,9,1,2.0,0,0,0,2.0,0.0,3
26473,1,1,2.0,0,1,0,2.0,0.0,3
31320,3,0,2.0,0,0,0,2.0,0.0,3
38714,8,0,3.0,0,1,0,3.0,0.0,3
745,1,0,1.0,0,1,0,3.0,0.0,3
19517,4,0,3.0,0,0,0,2.0,0.0,3
41505,5,2,1.0,0,0,0,5.0,0.0,3
34821,7,1,2.0,0,1,0,1.0,3.0,0
17347,4,0,3.0,0,1,0,8.0,0.0,3
18700,0,1,2.0,0,1,0,2.0,0.0,3
11546,5,0,1.0,0,0,0,1.0,0.0,3
18801,1,0,2.0,0,1,1,3.0,0.0,3
39124,7,1,2.0,0,1,0,2.0,0.0,3
10359,10,0,2.0,0,1,0,1.0,0.0,3
13790,0,1,2.0,0,1,1,1.0,0.0,3
34206,4,1,3.0,0,1,0,2.0,1.0,0
17313,3,0,2.0,0,0,0,7.0,0.0,3
14851,4,1,3.0,0,1,0,1.0,0.0,3
10001,1,0,2.0,0,0,0,2.0,0.0,3
1155,10,0,1.0,0,1,0,4.0,0.0,3
38286,7,0,2.0,0,1,0,1.0,0.0,3
11366,4,0,2.0,0,0,0,2.0,0.0,3
7994,2,0,3.0,0,1,0,2.0,0.0,3
36188,7,2,2.0,0,1,0,1.0,0.0,3
8975,1,1,1.0,0,0,1,1.0,0.0,3
19509,4,0,3.0,0,0,0,4.0,0.0,3
39578,5,2,3.0,0,1,0,3.0,2.0,0
13287,7,1,2.0,0,0,0,3.0,0.0,3
17874,2,2,3.0,0,0,1,13.0,0.0,3
11170,9,0,3.0,0,0,0,1.0,0.0,3
15828,4,0,3.0,0,1,0,3.0,0.0,3
26833,0,1,2.0,0,1,0,2.0,6.0,0
7231,9,2,2.0,0,1,0,4.0,0.0,3
19214,9,0,2.0,0,0,0,4.0,0.0,3
24395,0,1,2.0,0,1,0,1.0,2.0,0
6124,7,1,3.0,0,1,1,1.0,0.0,3
6298,1,0,2.0,0,1,0,2.0,0.0,3
27710,1,0,1.0,0,1,0,2.0,0.0,3
7354,1,1,2.0,0,1,1,4.0,0.0,3
30670,4,1,3.0,0,0,0,1.0,0.0,3
40029,9,0,3.0,0,0,0,1.0,0.0,3
25345,2,0,2.0,0,1,1,7.0,0.0,3
12065,4,0,3.0,0,0,0,4.0,0.0,3
9015,4,0,3.0,0,0,0,1.0,0.0,3
26051,4,0,3.0,0,1,0,3.0,3.0,0
16849,4,0,3.0,0,0,1,6.0,0.0,3
43261,1,0,1.0,0,0,0,3.0,6.0,1
22494,4,0,3.0,0,0,0,4.0,0.0,3
26632,7,2,2.0,0,1,1,1.0,0.0,3
17066,9,0,3.0,0,1,0,6.0,0.0,3
19890,6,0,3.0,0,0,0,2.0,0.0,3
13877,7,0,2.0,0,1,0,1.0,0.0,3
5874,0,0,3.0,0,1,0,3.0,0.0,3
74,9,0,2.0,0,1,0,1.0,0.0,3
1256,7,0,2.0,0,1,0,1.0,0.0,3
10117,6,0,2.0,0,0,0,1.0,0.0,3
21101,4,1,3.0,0,0,0,2.0,0.0,3
1557,7,0,2.0,0,1,0,4.0,0.0,3
30596,9,0,2.0,0,1,0,3.0,0.0,3
31112,6,1,3.0,0,0,0,7.0,0.0,3
18876,1,0,2.0,0,0,0,1.0,0.0,3
39311,1,0,1.0,0,1,0,3.0,2.0,0
25089,6,0,3.0,0,0,0,4.0,0.0,3
17487,0,0,2.0,0,0,1,3.0,0.0,3
43316,5,0,1.0,0,0,0,3.0,2.0,0
35752,4,0,3.0,0,1,0,1.0,0.0,3
44191,3,0,1.0,0,0,0,2.0,1.0,1
25355,9,2,2.0,1,1,1,5.0,0.0,3
2279,10,1,2.0,1,1,0,3.0,0.0,3
39430,9,0,3.0,0,0,0,1.0,0.0,3
5586,2,0,2.0,0,1,0,6.0,0.0,3
28996,7,0,2.0,0,1,1,2.0,0.0,3
36839,1,0,1.0,0,1,0,2.0,0.0,3
5067,1,0,1.0,0,1,0,3.0,0.0,3
33751,5,0,3.0,0,0,0,1.0,0.0,3
38414,1,1,2.0,0,1,1,1.0,0.0,3
6321,2,0,2.0,0,1,1,3.0,0.0,3
31333,6,0,3.0,0,0,0,1.0,0.0,3
26467,6,1,2.0,0,0,0,3.0,0.0,3
41118,4,1,3.0,0,0,0,1.0,0.0,3
25960,6,0,3.0,0,1,0,5.0,0.0,3
37548,1,0,1.0,0,1,0,4.0,0.0,3
19162,9,0,3.0,0,0,0,2.0,0.0,3
27749,4,1,3.0,0,0,0,1.0,0.0,3
25279,4,0,3.0,0,1,0,2.0,3.0,0
20023,9,2,2.0,0,0,0,3.0,0.0,3
18646,0,0,2.0,0,0,0,3.0,0.0,3
13867,1,0,2.0,0,0,0,1.0,0.0,3
38849,4,1,3.0,0,1,0,1.0,0.0,3
35767,5,1,1.0,0,0,0,1.0,2.0,0
32069,3,0,3.0,0,0,0,1.0,0.0,3
15045,3,0,2.0,0,0,1,1.0,0.0,3
44,5,0,2.0,0,1,0,1.0,0.0,3
1549,7,1,2.0,0,0,0,2.0,0.0,3
45081,9,1,2.0,0,1,0,3.0,10.0,1
2039,9,0,2.0,0,1,0,6.0,0.0,3
12061,2,0,3.0,0,1,0,3.0,0.0,3
18048,10,1,2.0,0,1,0,5.0,0.0,3
29441,9,1,2.0,0,1,0,1.0,5.0,1
42809,4,2,3.0,0,1,0,1.0,3.0,0
28894,4,0,3.0,0,0,0,2.0,1.0,2
36897,1,0,2.0,0,1,0,2.0,0.0,3
41794,5,0,1.0,0,0,0,1.0,1.0,1
14503,4,0,1.0,0,1,0,3.0,0.0,3
26644,4,2,3.0,0,1,0,2.0,0.0,3
24411,4,0,1.0,0,1,1,1.0,2.0,0
5080,1,0,2.0,0,1,0,2.0,0.0,3
44880,4,0,3.0,0,0,0,1.0,0.0,3
36815,8,1,3.0,0,1,0,5.0,0.0,3
15038,10,2,2.0,0,1,0,2.0,0.0,3
7850,7,1,3.0,0,1,0,18.0,0.0,3
5628,7,1,2.0,0,1,0,9.0,0.0,3
17763,9,0,2.0,0,0,0,3.0,0.0,3
2893,1,0,2.0,0,1,0,2.0,0.0,3
8229,9,0,1.0,0,1,1,2.0,0.0,3
13374,5,0,3.0,0,0,1,1.0,0.0,3
794,6,0,3.0,0,1,0,1.0,0.0,3
17857,1,1,2.0,0,1,0,6.0,0.0,3
39852,4,0,3.0,0,0,0,1.0,0.0,3
25623,1,0,1.0,0,1,0,2.0,1.0,0
18052,7,0,2.0,0,0,0,4.0,0.0,3
13030,4,0,3.0,0,0,0,1.0,0.0,3
39897,4,2,3.0,0,0,0,1.0,0.0,3
29283,10,1,2.0,0,0,0,2.0,0.0,3
15501,4,0,3.0,0,1,1,9.0,0.0,3
7014,0,0,2.0,0,1,0,3.0,0.0,3
43244,10,0,2.0,0,0,0,1.0,2.0,1
4886,1,1,1.0,0,1,0,1.0,0.0,3
22663,4,2,3.0,0,0,0,3.0,0.0,3
28488,1,0,2.0,0,1,0,2.0,4.0,0
21128,1,0,2.0,0,0,0,4.0,0.0,3
18605,1,2,2.0,0,1,0,2.0,0.0,3
40716,0,0,2.0,0,0,0,1.0,0.0,3
7880,0,1,2.0,0,1,0,4.0,0.0,3
43688,8,1,2.0,0,0,0,2.0,7.0,1
5306,4,0,3.0,0,1,0,1.0,0.0,3
15436,4,0,3.0,0,1,1,3.0,0.0,3
28540,0,1,2.0,0,0,0,2.0,0.0,3
38344,0,1,3.0,0,1,0,1.0,0.0,3
11381,5,0,1.0,0,0,1,9.0,0.0,3
24482,7,2,2.0,0,0,0,1.0,0.0,3
11248,1,0,2.0,0,0,0,4.0,0.0,3
14356,2,0,3.0,0,0,0,3.0,0.0,3
20532,1,0,1.0,0,1,0,2.0,0.0,3
11442,0,1,2.0,0,1,0,3.0,0.0,3
23107,7,0,1.0,0,1,0,5.0,0.0,3
33019,1,0,2.0,0,1,0,2.0,1.0,1
28026,1,1,2.0,0,1,0,2.0,2.0,0
15789,4,0,3.0,0,0,1,2.0,0.0,3
19591,9,0,3.0,0,0,0,4.0,0.0,3
7148,7,0,2.0,0,1,0,3.0,0.0,3
5635,4,0,3.0,0,1,1,2.0,0.0,3
16300,1,0,2.0,0,0,0,1.0,0.0,3
6684,1,1,2.0,0,1,0,1.0,0.0,3
14689,0,0,2.0,0,1,1,4.0,0.0,3
17107,0,0,2.0,0,1,0,3.0,0.0,3
44488,7,0,2.0,0,1,0,1.0,0.0,3
33673,7,0,2.0,0,1,0,6.0,8.0,0
38578,1,0,2.0,0,0,0,2.0,0.0,3
40912,10,1,3.0,0,0,0,1.0,0.0,3
42785,0,0,2.0,0,0,0,1.0,2.0,0
31548,4,0,3.0,0,1,0,2.0,6.0,0
39003,1,0,2.0,0,1,1,1.0,0.0,3
22919,4,0,3.0,0,0,0,4.0,0.0,3
17592,9,0,2.0,0,1,1,2.0,0.0,3
41046,4,0,3.0,0,0,0,1.0,0.0,3
26026,4,2,3.0,0,0,0,3.0,0.0,3
20759,10,0,2.0,0,0,0,2.0,0.0,3
13108,0,0,2.0,0,0,1,1.0,0.0,3
45184,5,0,2.0,0,0,0,1.0,5.0,1
36699,8,1,2.0,0,1,0,1.0,0.0,3
23203,1,0,2.0,0,0,0,20.0,0.0,3
20950,4,0,3.0,0,0,0,2.0,0.0,3
38659,1,0,2.0,0,1,0,3.0,0.0,3
20355,5,0,2.0,0,1,0,5.0,0.0,3
15594,1,0,2.0,0,0,0,3.0,0.0,3
36410,4,0,3.0,0,1,0,2.0,0.0,3
2758,0,0,2.0,0,1,0,2.0,0.0,3
36338,1,0,2.0,0,1,0,1.0,0.0,3
3382,1,0,1.0,0,1,0,1.0,0.0,3
15617,0,0,2.0,0,1,1,1.0,0.0,3
43019,4,0,3.0,0,0,0,2.0,3.0,1
34990,1,0,2.0,0,1,0,1.0,0.0,3
5472,2,2,2.0,0,1,0,2.0,0.0,3
37236,6,0,1.0,0,1,0,1.0,24.0,2
6449,7,0,2.0,0,1,0,1.0,0.0,3
16480,1,0,1.0,1,0,0,3.0,0.0,3
32054,1,0,1.0,0,1,0,2.0,0.0,3
41376,5,0,1.0,0,0,0,5.0,2.0,2
28889,9,2,2.0,0,1,0,3.0,3.0,0
26286,1,0,2.0,0,1,1,1.0,0.0,3
36303,0,0,2.0,0,1,0,1.0,0.0,3
3393,1,0,2.0,0,1,0,1.0,0.0,3
32067,1,1,2.0,0,1,0,1.0,0.0,3
3940,9,0,2.0,0,1,0,2.0,0.0,3
33767,5,0,2.0,0,1,0,2.0,0.0,3
22521,9,0,3.0,0,0,0,4.0,0.0,3
20830,9,2,2.0,0,1,0,4.0,0.0,3
23046,1,0,2.0,0,0,0,4.0,0.0,3
6120,9,0,2.0,0,1,1,1.0,0.0,3
16500,9,0,2.0,0,1,0,3.0,0.0,3
34813,1,1,2.0,0,1,0,1.0,2.0,0
38428,7,1,2.0,0,1,0,3.0,3.0,2
32699,5,0,1.0,0,0,0,4.0,0.0,3
3589,4,0,3.0,0,1,0,6.0,0.0,3
30285,0,2,2.0,0,0,0,1.0,0.0,3
27377,2,1,3.0,0,0,0,3.0,0.0,3
23429,6,0,3.0,0,0,0,5.0,0.0,3
29893,6,0,3.0,0,0,0,1.0,0.0,3
6123,1,0,2.0,0,1,0,1.0,0.0,3
7097,7,1,2.0,0,1,0,3.0,0.0,3
13599,5,0,2.0,0,0,1,1.0,0.0,3
1746,4,1,2.0,0,1,0,2.0,0.0,3
29729,4,0,2.0,0,0,1,1.0,0.0,3
20126,9,0,2.0,0,0,0,4.0,0.0,3
43011,5,0,3.0,0,0,0,1.0,3.0,0
12052,1,0,1.0,0,1,0,6.0,0.0,3
21762,9,1,3.0,0,0,0,9.0,0.0,3
14601,9,0,2.0,0,1,0,2.0,0.0,3
24593,1,0,1.0,0,1,0,1.0,0.0,3
15454,9,1,2.0,0,1,0,5.0,0.0,3
13944,1,1,1.0,0,0,0,3.0,0.0,3
22820,4,0,2.0,0,0,0,6.0,0.0,3
44367,4,1,3.0,0,0,0,2.0,23.0,2
13773,4,0,2.0,0,0,0,1.0,0.0,3
43793,4,0,3.0,0,0,0,2.0,2.0,1
43664,4,0,3.0,0,0,0,6.0,0.0,3
41155,3,2,2.0,0,0,0,5.0,2.0,2
27135,6,0,3.0,0,1,1,1.0,0.0,3
13941,0,0,2.0,0,1,1,2.0,0.0,3
32420,4,1,3.0,0,1,0,2.0,0.0,3
6101,4,0,3.0,0,0,0,2.0,0.0,3
9691,1,0,2.0,0,0,0,3.0,0.0,3
280,1,0,1.0,0,1,0,3.0,0.0,3
21287,4,0,3.0,0,0,0,4.0,0.0,3
15885,3,0,2.0,0,1,0,4.0,0.0,3
31352,0,0,2.0,0,0,0,1.0,0.0,3
25433,1,0,2.0,0,1,0,1.0,0.0,3
40872,5,0,1.0,0,0,0,1.0,0.0,3
33796,4,1,3.0,0,0,0,1.0,0.0,3
3827,4,0,2.0,0,1,0,2.0,0.0,3
35158,7,0,2.0,0,1,0,1.0,0.0,3
31859,5,2,3.0,0,0,0,4.0,3.0,0
24578,0,0,3.0,0,1,0,2.0,1.0,0
37825,3,1,2.0,0,1,0,6.0,0.0,3
41776,6,0,3.0,0,0,0,1.0,0.0,3
9357,0,0,2.0,0,0,0,1.0,0.0,3
29722,4,0,3.0,0,0,0,1.0,0.0,3
17526,5,0,1.0,0,0,0,7.0,0.0,3
16976,1,2,1.0,0,0,1,2.0,0.0,3
34727,1,0,2.0,0,1,0,7.0,2.0,0
1118,1,2,2.0,0,1,0,3.0,0.0,3
28492,2,1,3.0,0,0,0,2.0,0.0,3
34551,4,2,3.0,0,1,0,1.0,3.0,2
32192,1,0,1.0,0,0,0,2.0,0.0,3
5216,7,0,1.0,0,1,0,2.0,0.0,3
27092,10,0,3.0,0,0,0,5.0,0.0,3
44065,7,1,2.0,0,0,0,3.0,0.0,3
16884,9,1,2.0,0,1,0,1.0,0.0,3
420,4,1,3.0,0,1,0,3.0,0.0,3
40208,4,0,3.0,0,0,0,4.0,0.0,3
22247,4,0,3.0,0,1,0,9.0,0.0,3
18248,0,0,2.0,0,1,0,4.0,0.0,3
38720,0,1,1.0,0,1,0,2.0,2.0,0
4890,9,1,2.0,0,1,0,1.0,0.0,3
42610,4,0,3.0,0,0,0,3.0,4.0,2
14716,9,0,2.0,0,1,1,4.0,0.0,3
5788,4,1,2.0,0,1,0,1.0,0.0,3
39690,6,1,3.0,0,0,1,1.0,0.0,3
15504,4,0,3.0,0,1,0,3.0,0.0,3
29757,10,0,3.0,0,0,0,2.0,0.0,3
12158,9,2,3.0,0,1,0,7.0,0.0,3
19276,4,2,3.0,0,1,1,2.0,0.0,3
